latitude,longitude,X,Y,Zone Number,Zone Letter,depth,mag,magMod,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
17.8946,-66.8526,-7441997.39,2025215.339,19,Q,13,2.49,2.17064,md,10,229,0.0848,0.09,pr,pr2020088023,2020-03-28T15:50:59.692Z,"10km SE of Guanica, Puerto Rico",earthquake,0.69,0.31,0.18,8,reviewed,pr,pr
52.0486667,-176.0613333,-19599057.97,6808929.806,1,U,7.19,1.57,1.57,ml,8,127,0.006839,0.21,av,av62151306,2020-03-30T20:13:33.140Z,"45km ENE of Adak, Alaska",earthquake,0.54,0.76,0.176,9,reviewed,av,av
52.0538333,-176.0748333,-19600560.78,6809865.064,1,U,7.79,-0.4,-0.4,ml,5,114,0.01557,0.2,av,av70881579,2020-03-30T20:10:31.150Z,"44km ENE of Adak, Alaska",earthquake,0.72,1.23,0.245,5,reviewed,av,av
52.0501667,-176.0638333,-19599336.27,6809201.325,1,U,8.56,0.17,0.17,ml,6,125,0.008773,0.17,av,av70881574,2020-03-30T20:08:29.630Z,"45km ENE of Adak, Alaska",earthquake,0.63,1,0.122,6,reviewed,av,av
52.0501667,-176.0616667,-19599095.09,6809201.325,1,U,8.34,-0.03,-0.03,ml,5,127,0.008343,0.18,av,av70881569,2020-03-30T20:01:26.060Z,"45km ENE of Adak, Alaska",earthquake,0.73,1.16,0.15,5,reviewed,av,av
17.9106,-66.8901,-7446171.871,2027087.08,19,Q,11,3.22,2.85392,md,20,220,0.0654,0.16,pr,pr2020088024,2020-03-29T15:24:50.953Z,"8km SSE of Guanica, Puerto Rico",earthquake,0.73,0.61,0.27,18,reviewed,pr,pr
52.048,-176.0651667,-19599484.7,6808809.128,1,U,8.72,-0.41,-0.41,ml,5,123,0.007274,0.2,av,av70881564,2020-03-30T19:58:23.350Z,"44km ENE of Adak, Alaska",earthquake,0.83,1.31,0.225,5,reviewed,av,av
33.8796667,-116.8781667,-13010818,4012655.626,11,S,9.53,1.26,1.26,ml,41,30,0.08144,0.19,ci,ci39119223,2020-03-28T15:18:44.558Z,"5km S of Banning, CA",earthquake,0.22,0.77,0.194,28,automatic,ci,ci
19.2078342,-155.3914948,-17298102.07,2179420.372,5,Q,29.77,1.88,1.59968,md,48,165,0.0847,0.11,hv,hv71448837,2020-03-28T15:17:04.290Z,"9km E of Pahala, Hawaii",earthquake,0.66,0.91,0.12,5,automatic,hv,hv
39.2685,-123.2188333,-13716657.78,4760205.195,10,S,5.04,1.1,0.8696,md,10,106,0.03983,0.04,nc,nc73360865,2020-03-31T01:37:03.648Z,"1km WNW of Redwood Valley, CA",earthquake,0.22,0.51,0.109,8,reviewed,nc,nc
38.8341675,-122.8174973,-13671981.26,4697945.251,10,S,1.35,0.56,0.36416,md,13,79,0.01222,0.02,nc,nc73360860,2020-03-28T16:26:02.940Z,"8km NW of The Geysers, CA",earthquake,0.23,0.74,,1,automatic,nc,nc
48.532,-123.3706667,-13733559.8,6195821.474,10,U,25.4,2.29,2.29,ml,24,52,0.1228,0.14,uw,uw61593236,2020-03-28T16:57:58.439Z,"11km N of Victoria, Canada",earthquake,0.28,0.46,0.153728658,14,reviewed,uw,uw
62.1192,-150.9648,-16805324.66,8887462.557,5,V,15.3,1.4,1.4,ml,,,,0.5,ak,ak02041s9k6k,2020-03-28T15:10:53.908Z,"50km WSW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
40.7635,-112.0795,-12476632.87,4977520.304,12,T,8.72,0.63,0.42968,md,9,95,0.01005,0.12,uu,uu60371002,2020-03-29T20:20:35.060Z,"6km NNE of Magna, Utah",earthquake,0.54,1.08,0.093,4,reviewed,uu,uu
57.7864,-133.0135,-14806995.09,7922580.063,8,V,5.7,2.1,2.1,ml,,,,0.67,ak,ak02041s81yw,2020-03-28T15:07:12.870Z,"100km SE of Juneau, Alaska",earthquake,,0.7,,,automatic,ak,ak
19.3113,-67.4878,-7512707.531,2191620.952,19,Q,65,3.55,3.1628,md,16,222,0.924,0.5,pr,pr2020088022,2020-03-28T19:23:59.193Z,"99km NNW of San Antonio, Puerto Rico",earthquake,3.29,10.34,0.09,10,reviewed,pr,pr
19.201334,-155.465332,-17306321.59,2178654.132,5,Q,35.27,2.12,1.82432,md,53,106,0.04578,0.14,hv,hv71448812,2020-03-28T14:49:33.130Z,"1km ESE of Pahala, Hawaii",earthquake,0.53,0.7,0.18,16,automatic,hv,hv
40.7561667,-112.0725,-12475853.63,4976442.562,12,T,9.44,1.18,1.18,ml,18,88,0.0051,0.1,uu,uu60370992,2020-03-28T17:13:59.290Z,"5km NNE of Magna, Utah",earthquake,0.26,0.62,0.141,2,reviewed,uu,uu
40.7541667,-112.0736667,-12475983.51,4976148.651,12,T,10.2,0.97,0.74792,md,13,94,0.003522,0.1,uu,uu60370997,2020-03-30T19:54:41.030Z,"5km NNE of Magna, Utah",earthquake,0.36,0.67,0.252,6,reviewed,uu,uu
60.9839,-147.593,-16429977.6,8622127.338,6,V,19.2,2.2,2.2,ml,,,,0.78,ak,ak02041ru0l1,2020-03-28T14:41:47.815Z,"63km ENE of Whittier, Alaska",earthquake,,0.4,,,automatic,ak,ak
17.9656,-66.7421,-7429696.586,2033522.478,19,Q,11,2.45,2.1332,md,18,192,0.1374,0.16,pr,pr2020088021,2020-03-28T16:14:05.930Z,"4km SW of Tallaboa, Puerto Rico",earthquake,0.44,0.34,0.17,8,reviewed,pr,pr
35.801,-117.6233333,-13093769.57,4273273.714,11,S,6.52,0.55,0.55,ml,7,169,0.02563,0.08,ci,ci39119183,2020-03-28T14:35:16.092Z,"20km W of Searles Valley, CA",earthquake,0.62,0.76,0.091,8,automatic,ci,ci
38.829834,-122.8116684,-13671332.39,4697325.982,10,S,2.2,0.56,0.36416,md,13,83,0.006549,0.01,nc,nc73360850,2020-03-28T15:59:03.763Z,"8km NW of The Geysers, CA",earthquake,0.31,0.77,,1,automatic,nc,nc
37.597,-118.885,-13234217.66,4522650.817,11,S,2.49,0.42,0.23312,md,12,178,0.02808,0.02,nc,nc73360855,2020-03-30T18:47:03.249Z,"9km ESE of Mammoth Lakes, CA",earthquake,0.51,0.56,0.195,11,reviewed,nc,nc
19.2264996,-155.4234924,-17301664.03,2181620.808,5,Q,33.4,2.27,2.27,ml,54,135,0.02689,0.12,hv,hv71448787,2020-03-28T14:31:42.480Z,"6km ENE of Pahala, Hawaii",earthquake,0.55,0.61,0.1,3,automatic,hv,hv
56.3666,-156.3336,-17402976.75,7631744.198,4,V,36.5,2.8,2.8,ml,,,,1.07,ak,ak02041rs19m,2020-03-28T14:31:14.803Z,"74km NW of Chirikof Island, Alaska",earthquake,,5.6,,,automatic,ak,ak
18.0228,-66.7941,-7435485.2,2040217.417,19,Q,16,2.59,2.26424,md,20,127,0.0976,0.15,pr,pr2020088020,2020-03-28T22:27:23.348Z,"0km NNW of Guayanilla, Puerto Rico",earthquake,0.41,0.59,0.36,14,reviewed,pr,pr
19.2188339,-155.4186707,-17301127.28,2180717.08,5,Q,32.41,1.88,1.59968,md,41,153,0.0273,0.11,hv,hv71448777,2020-03-28T14:20:57.110Z,"6km ENE of Pahala, Hawaii",earthquake,0.66,0.78,0.04,4,automatic,hv,hv
40.7416667,-112.0643333,-12474944.52,4974311.911,12,T,9.62,0.46,0.27056,md,9,94,0.01583,0.09,uu,uu60370987,2020-03-29T20:18:28.700Z,"4km NE of Magna, Utah",earthquake,0.41,0.86,0.328,3,reviewed,uu,uu
32.7791667,-115.4538333,-12852261.93,3866028.587,11,S,8.1,1.35,1.35,ml,13,146,0.02675,0.21,ci,ci39119167,2020-03-28T16:21:11.080Z,"8km WSW of Holtville, CA",earthquake,0.68,1.09,0.093,12,reviewed,ci,ci
61.2507,-152.2385,-16947112.3,8683616.23,5,V,27.2,0.1,0.1,ml,,,,0.6,ak,ak02041rorsl,2020-03-30T19:41:45.900Z,"87km NW of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
46.86716667,-121.749,-13553036.68,5920419.18,10,T,-1.82,-0.96,-1.05856,md,4,126,0.01202,0.06,uw,uw61593231,2020-03-29T22:51:52.310Z,"29km NNW of Packwood, Washington",earthquake,4.51,6.61,0.406289423,3,reviewed,uw,uw
33.585,-116.81,-13003229.72,3973212.861,11,S,5.55,0.22,0.22,ml,14,95,0.03928,0.11,ci,ci39119159,2020-03-30T14:23:43.095Z,"13km WNW of Anza, CA",earthquake,0.24,0.58,0.038,2,reviewed,ci,ci
38.7888336,-122.7785034,-13667640.48,4691468.777,10,S,3.48,0.74,0.53264,md,20,82,0.008542,0.03,nc,nc73360845,2020-03-28T15:33:04.570Z,"2km NW of The Geysers, CA",earthquake,0.28,0.61,0.15,4,automatic,nc,nc
60.4223,-150.74,-16780300.04,8494364.492,5,V,33.1,1.5,1.5,ml,,,,0.44,ak,ak02041rmv26,2020-03-28T14:04:09.032Z,"12km S of Sterling, Alaska",earthquake,,0.7,,,automatic,ak,ak
47.685,-120.1123333,-13370843.78,6054609.138,10,T,1.42,0.59,0.39224,md,5,100,0.06482,0.11,uw,uw61593226,2020-03-29T22:47:10.070Z,"5km NW of Waterville, Washington",earthquake,0.38,3.09,0.436213156,5,reviewed,uw,uw
37.4186667,-122.232,-13606804,4497625.306,10,S,3.61,1.67,1.40312,md,43,95,0.01583,0.08,nc,nc73360840,2020-03-30T22:29:02.642Z,"2km ESE of Woodside, CA",earthquake,0.15,0.22,0.185,37,reviewed,nc,nc
38.8325005,-122.80233,-13670292.84,4697707.027,10,S,2.02,0.56,0.36416,md,8,73,0.01092,0.02,nc,nc73360835,2020-03-28T14:49:03.107Z,"7km W of Cobb, CA",earthquake,0.8,1.52,,1,automatic,nc,nc
40.756,-111.961,-12463441.51,4976418.064,12,T,3.91,0.72,0.51392,md,8,115,0.0293,0.12,uu,uu60370982,2020-03-30T19:52:01.880Z,"5km W of Salt Lake City, Utah",earthquake,0.39,0.93,0.272,5,reviewed,uu,uu
33.584,-116.812,-13003452.36,3973079.236,11,S,4.05,0.6,0.6,ml,19,77,0.04114,0.2,ci,ci39119143,2020-03-28T13:47:59.699Z,"13km WNW of Anza, CA",earthquake,0.3,0.8,0.136,11,automatic,ci,ci
40.7558333,-111.9563333,-12462922.01,4976393.566,12,T,4.2,0.72,0.51392,md,15,92,0.02933,0.15,uu,uu60370977,2020-03-30T18:31:53.830Z,"5km W of Salt Lake City, Utah",earthquake,0.4,0.85,0.5,7,reviewed,uu,uu
35.6796667,-117.4823333,-13078073.52,4256633.055,11,S,1.59,0.99,0.99,ml,15,168,0.165,0.24,ci,ci39119135,2020-03-28T16:23:36.096Z,"12km SW of Searles Valley, CA",earthquake,0.55,0.9,0.111,11,reviewed,ci,ci
39.4193,-119.9367,-13351292.37,4781911.911,11,S,8.7,0.3,0.3,ml,8,123.56,0.119,0.0972,nn,nn00720597,2020-03-28T18:00:41.283Z,"10km S of Mogul, Nevada",earthquake,,2.3,0.27,3,reviewed,nn,nn
40.7705,-112.0778333,-12476447.33,4978549.174,12,T,10.59,1.04,0.81344,md,19,47,0.017,0.09,uu,uu60370972,2020-03-28T16:42:31.500Z,"7km NNE of Magna, Utah",earthquake,0.24,0.51,0.125,7,reviewed,uu,uu
35.9626667,-117.3688333,-13065438.76,4295485.583,11,S,0.31,0.64,0.64,ml,9,165,0.09969,0.16,ci,ci39119127,2020-03-28T13:33:11.877Z,"22km N of Searles Valley, CA",earthquake,0.54,31.61,0.074,8,automatic,ci,ci
60.3881,-141.2984,-15729265.94,8486655.619,7,V,12.8,1.5,1.5,ml,,,,0.7,ak,ak02041r689e,2020-03-28T13:26:52.593Z,"72km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
36.3653333,-120.9435,-13463368.83,4351007.814,10,S,8.03,1.57,1.30952,md,33,115,0.0458,0.11,nc,nc73360830,2020-03-30T21:38:02.130Z,"24km NE of King City, CA",earthquake,0.28,0.5,0.407,21,reviewed,nc,nc
40.7498333,-112.0631667,-12474814.65,4975511.866,12,T,7.49,0.24,0.06464,md,10,99,0.012,0.12,uu,uu60370967,2020-03-30T18:19:30.490Z,"5km NE of Magna, Utah",earthquake,0.59,0.72,0.243,3,reviewed,uu,uu
40.7521667,-112.0545,-12473849.88,4975854.749,12,T,6.38,0.89,0.67304,md,23,63,0.01807,0.17,uu,uu60370962,2020-03-28T17:11:53.480Z,"6km NE of Magna, Utah",earthquake,0.31,0.75,0.218,11,reviewed,uu,uu
36.7158,-116.0523,-12918882.94,4399566.661,11,S,6.5,-0.1,-0.1,ml,8,147.68,0.034,0.03,nn,nn00720591,2020-03-28T13:42:50.060Z,"56km N of Pahrump, Nevada",earthquake,,1.5,,,automatic,nn,nn
35.6993333,-117.6073333,-13091988.46,4259328.575,11,S,11.05,1.01,1.01,ml,13,128,0.1164,0.16,ci,ci39119119,2020-03-28T16:23:52.787Z,"11km NE of Ridgecrest, CA",earthquake,0.41,0.66,0.135,13,reviewed,ci,ci
37.6565,-118.9411667,-13240470.11,4531013.786,11,S,1.85,0.07,-0.09448,md,12,177,0.042,0.05,nc,nc73360825,2020-03-30T18:35:03.083Z,"4km ENE of Mammoth Lakes, CA",earthquake,0.51,1.13,0.089,10,reviewed,nc,nc
36.31483333,-98.15066667,-10926082.23,4344028.876,14,S,7.67,2.91,2.91,ml,94,62,0,0.15,ok,ok2020gdyg,2020-03-30T13:11:11.614Z,"22km WNW of Waukomis, Oklahoma",earthquake,,0.4,0.23,40,reviewed,ok,ok
17.9343,-66.8208,-7438457.43,2029859.906,19,Q,10,1.97,1.68392,md,16,208,0.0712,0.15,pr,pr2020088019,2020-03-28T13:40:23.984Z,"6km S of Indios, Puerto Rico",earthquake,0.46,0.47,0.31,10,reviewed,pr,pr
17.937,-66.83,-7439481.57,2030175.821,19,Q,11,2.93,2.58248,md,19,193,0.0622,0.1,pr,pr2020088017,2020-03-28T13:04:17.399Z,"6km S of Indios, Puerto Rico",earthquake,0.47,0.42,0.19,11,reviewed,pr,pr
36.048,-117.7151667,-13103992.42,4307228.11,11,S,3.11,1,1,ml,10,198,0.04654,0.08,ci,ci39119095,2020-03-28T16:23:51.099Z,"21km E of Coso Junction, CA",earthquake,0.36,0.59,0.118,12,reviewed,ci,ci
17.9261,-66.7996,-7436097.457,2028900.489,19,Q,10,2.52,2.19872,md,20,214,0.0935,0.13,pr,pr2020088018,2020-03-28T13:03:16.919Z,"7km SSE of Indios, Puerto Rico",earthquake,0.5,0.57,0.35,16,reviewed,pr,pr
62.2061,-150.6506,-16770348.08,8908178.69,5,V,55.2,1.8,1.8,ml,,,,0.18,ak,ak02041qk3ds,2020-03-28T12:25:02.048Z,"31km WSW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
52.0643333,-176.1036667,-19603770.5,6811766.109,1,U,2.55,-0.74,-0.74,ml,4,151,0.02829,0.08,av,av70881554,2020-03-30T19:23:37.810Z,"43km ENE of Adak, Alaska",earthquake,0.42,1.02,0.141,4,reviewed,av,av
52.0645,-176.0898333,-19602230.58,6811796.294,1,U,8.97,-0.86,-0.86,ml,4,136,0.02971,0.17,av,av70881549,2020-03-30T19:20:05.530Z,"44km ENE of Adak, Alaska",earthquake,1.06,0.96,0.219,4,reviewed,av,av
33.584,-116.811,-13003341.04,3973079.236,11,S,6.54,0.52,0.52,ml,18,64,0.04032,0.17,ci,ci39119087,2020-03-28T12:12:57.692Z,"13km WNW of Anza, CA",earthquake,0.32,0.83,0.099,9,automatic,ci,ci
35.8436667,-117.6711667,-13099094.36,4279131.418,11,S,7.45,0.44,0.44,ml,7,90,0.06602,0.09,ci,ci39119079,2020-03-28T16:25:37.794Z,"24km ESE of Little Lake, CA",earthquake,0.35,1.05,0.121,5,reviewed,ci,ci
38.8218333,-122.81,-13671146.66,4696182.759,10,S,2.37,1.32,1.07552,md,42,39,0.00156,0.04,nc,nc73360820,2020-03-30T21:12:03.324Z,"7km NW of The Geysers, CA",earthquake,0.13,0.23,0.055,5,reviewed,nc,nc
45.1428333,-111.9915,-12466836.75,5644035.764,12,T,2.01,0.82,0.82,ml,14,87,0.097,0.18,mb,mb80386904,2020-03-28T15:00:27.360Z,"17km SSW of Virginia City, Montana",earthquake,0.55,1.27,0.082,5,reviewed,mb,mb
32.8475,-117.6148333,-13092823.35,3875079.589,11,S,17.93,2.33,2.33,ml,40,155,0.3292,0.19,ci,ci39119071,2020-03-30T16:53:21.033Z,"32km W of La Jolla, CA",earthquake,0.35,0.8,0.119,61,reviewed,ci,ci
35.7478333,-117.54,-13084492.95,4265978.868,11,S,9.96,0.39,0.39,ml,8,161,0.08233,0.16,ci,ci39119063,2020-03-28T11:58:11.284Z,"12km W of Searles Valley, CA",earthquake,0.75,1.43,0.15,8,automatic,ci,ci
52.0371667,-176.0956667,-19602879.95,6806848.462,1,U,6.51,-0.69,-0.69,ml,4,161,0.0236,0.26,av,av70881544,2020-03-30T19:13:32.160Z,"42km ENE of Adak, Alaska",earthquake,1.49,1.82,0.12,4,reviewed,av,av
59.6986,-152.9236,-17023377.28,8332938.051,5,V,93.2,1.6,1.6,ml,,,,0.33,ak,ak02041q3zgs,2020-03-28T11:58:06.772Z,"62km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
46.84066667,-121.9165,-13571682.7,5916105.486,10,T,9.1,0.57,0.57,ml,14,69,0.02224,0.1,uw,uw61593211,2020-03-28T23:37:06.290Z,"26km E of Eatonville, Washington",earthquake,0.33,0.48,0.161890891,5,reviewed,uw,uw
38.8076667,-122.7815,-13667974.06,4694158.803,10,S,0.93,1.84,1.56224,md,46,34,0.00562,0.05,nc,nc73360815,2020-03-30T20:46:02.727Z,"4km NNW of The Geysers, CA",earthquake,0.12,0.18,0.162,15,reviewed,nc,nc
38.8131676,-122.8073349,-13670849.99,4694944.659,10,S,1.87,0.61,0.41096,md,12,87,0.01074,0.02,nc,nc73360810,2020-03-28T13:00:03.225Z,"6km NW of The Geysers, CA",earthquake,0.33,0.71,0.35,2,automatic,nc,nc
56.6881,-148.7273,-16556247.3,7696634.417,6,V,10,2.9,2.9,ml,,,,1.11,ak,ak02041q2kj9,2020-03-28T18:42:59.466Z,"253km ESE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
39.1123,-119.7383,-13329206.58,4737770.374,11,S,8.8,1.4,1.4,ml,8,135.27,0.027,0.2382,nn,nn00720613,2020-03-29T02:08:45.380Z,"4km NE of Indian Hills, Nevada",earthquake,,1.8,0.08,2,reviewed,nn,nn
39.1113,-119.7403,-13329429.22,4737626.905,11,S,7.4,1.6,1.6,ml,22,56.81,0.026,0.2212,nn,nn00720589,2020-03-28T20:32:27.911Z,"4km NE of Indian Hills, Nevada",earthquake,,0.9,0.21,9,reviewed,nn,nn
39.1097,-119.7347,-13328805.83,4737397.36,11,S,8.5,0.8,0.8,ml,9,137.5,0.03,0.1503,nn,nn00720596,2020-03-28T17:47:58.873Z,"5km ENE of Indian Hills, Nevada",earthquake,,1.4,0.14,4,reviewed,nn,nn
39.1246,-119.727,-13327948.67,4739535.201,11,S,8.6,1,1,ml,14,68.8,0.034,0.1468,nn,nn00720588,2020-03-28T17:41:40.884Z,"5km SE of Carson City, Nevada",earthquake,,1,0.13,6,reviewed,nn,nn
33.4836667,-116.7935,-13001392.95,3959680.011,11,S,4.31,1.47,1.47,ml,56,32,0.02919,0.2,ci,ci39119055,2020-03-28T16:27:07.130Z,"8km NE of Aguanga, CA",earthquake,0.19,0.54,0.187,27,reviewed,ci,ci
62.1085,-148.1431,-16491214.46,8884915.887,6,V,27.1,1.5,1.5,ml,,,,0.54,ak,ak02041pzrp6,2020-03-28T11:30:20.028Z,"50km NE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
33.9303333,-116.6018333,-12980056.71,4019451.322,11,S,11.52,0.87,0.87,ml,25,52,0.1145,0.24,ci,ci39119047,2020-03-28T16:26:38.777Z,"6km WNW of Garnet, CA",earthquake,0.36,1.14,0.191,19,reviewed,ci,ci
36.5096667,-89.544,-9967992.484,4370979.256,16,S,6.25,1.17,0.93512,md,14,95,0.02932,0.04,nm,nm60285172,2020-03-30T12:40:46.050Z,"8km S of New Madrid, Missouri",earthquake,0.53,1.04,0.088,7,reviewed,nm,nm
61.3471,-147.6115,-16432037.02,8705961.727,6,V,19.9,1.6,1.6,ml,,,,0.77,ak,ak02041pxzqs,2020-03-28T11:22:16.558Z,"71km WNW of Valdez, Alaska",earthquake,,0.5,,,automatic,ak,ak
61.4217,-152.2318,-16946366.46,8723301.261,5,V,0.8,1.5,1.5,ml,,,,0.76,ak,ak02041pxr8d,2020-03-28T11:28:08.756Z,"96km NNW of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
39.1067,-119.7393,-13329317.9,4736966.977,11,S,7.4,0.9,0.9,ml,8,139.56,0.029,0.1551,nn,nn00720595,2020-03-28T17:44:49.426Z,"4km ENE of Indian Hills, Nevada",earthquake,,1.6,0.12,3,reviewed,nn,nn
36.719,-116.0495,-12918571.25,4400011.053,11,S,6.5,0.3,0.3,ml,13,128,0.043,0.11,nn,nn00720586,2020-03-28T11:28:50.791Z,"56km N of Pahrump, Nevada",earthquake,,0.5,,,automatic,nn,nn
61.4692,-150.0102,-16699059.08,8734363.457,5,V,32.7,1.2,1.2,ml,,,,0.58,ak,ak02041pwjet,2020-03-28T11:15:13.405Z,"6km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
32.3801667,-115.2021667,-12824246.54,3813317.52,11,S,18.53,1.87,1.87,ml,25,104,0.09542,0.29,ci,ci39119039,2020-03-30T17:51:30.168Z,"3km NNW of Delta, B.C., MX",earthquake,0.51,0.99,0.264,14,reviewed,ci,ci
37.6418333,-118.938,-13240117.6,4528951.699,11,S,4.89,0.52,0.32672,md,15,68,0.02421,0.03,nc,nc73360800,2020-03-30T17:46:02.549Z,"4km E of Mammoth Lakes, CA",earthquake,0.34,0.46,0.183,15,reviewed,nc,nc
69.5395,-144.2837,-16061588.01,10920463.09,6,W,5.5,3.1,3.1,ml,,,,0.7,ak,ak02041pujqb,2020-03-29T07:49:31.040Z,"62km SSW of Kaktovik, Alaska",earthquake,,1,,,reviewed,ak,ak
59.4846,-152.4713,-16973027.48,8285872.982,5,V,66.4,1.8,1.8,ml,,,,0.64,ak,ak02041plm2z,2020-03-28T11:06:21.119Z,"48km SW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
35.9606667,-117.6668333,-13098611.97,4295210.519,11,S,2.85,1.42,1.42,ml,20,104,0.01845,0.12,ci,ci39119031,2020-03-28T11:08:48.360Z,"22km E of Little Lake, CA",earthquake,0.23,0.46,0.14,22,automatic,ci,ci
35.8273333,-117.649,-13096626.77,4276888.637,11,S,8,0.58,0.58,ml,9,86,0.04342,0.12,ci,ci39119023,2020-03-28T10:57:39.379Z,"23km N of Ridgecrest, CA",earthquake,0.34,0.83,0.251,6,automatic,ci,ci
17.9086,-66.7873,-7434728.227,2026853.103,19,Q,6,2.6,2.2736,md,16,226,0.1134,0.15,pr,pr2020088016,2020-03-28T11:22:34.435Z,"10km SSE of Indios, Puerto Rico",earthquake,0.59,0.35,0.15,8,reviewed,pr,pr
60.8751,-145.9327,-16245153.85,8597200.527,6,V,20.5,1.9,1.9,ml,,,,0.79,ak,ak02041pjhx7,2020-03-28T10:53:47.880Z,"36km SE of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
35.6733333,-117.5415,-13084659.93,4255765.135,11,S,7.23,1.01,1.01,ml,18,92,0.1492,0.12,ci,ci39119015,2020-03-28T16:27:10.979Z,"14km ENE of Ridgecrest, CA",earthquake,0.29,1.84,0.173,11,reviewed,ci,ci
60.2157,-153.1704,-17050850.93,8447918.487,5,V,137,2.3,2.3,ml,,,,0.6,ak,ak02041pgukj,2020-03-29T07:20:35.040Z,"41km SW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
35.9578333,-117.3651667,-13065030.59,4294820.849,11,S,1.17,0.77,0.77,ml,22,71,0.09417,0.18,ci,ci39119007,2020-03-30T18:13:42.454Z,"22km N of Searles Valley, CA",earthquake,0.3,0.5,0.097,9,reviewed,ci,ci
17.9308,-66.8476,-7441440.793,2029450.393,19,Q,12,1.97,1.68392,md,9,222,0.0544,0.14,pr,pr2020088015,2020-03-28T11:20:06.707Z,"6km SE of Maria Antonia, Puerto Rico",earthquake,0.82,0.51,0.35,9,reviewed,pr,pr
37.596,-119.0111667,-13248262.48,4522510.32,11,S,1.24,0.49,0.29864,md,15,181,0.01859,0.06,nc,nc73360790,2020-03-30T17:56:33.864Z,"5km SSW of Mammoth Lakes, CA",earthquake,0.52,0.42,0.213,14,reviewed,nc,nc
38.8120003,-122.8271637,-13673057.32,4694777.894,10,S,1.75,0.57,0.37352,md,17,58,0.003501,0.03,nc,nc73360785,2020-03-28T10:38:03.347Z,"7km WNW of The Geysers, CA",earthquake,0.22,0.4,0.01,3,automatic,nc,nc
62.6008,-148.9677,-16583008.51,9003028.6,6,V,48,1.9,1.9,ml,,,,0.61,ak,ak02041pckd5,2020-03-28T10:23:59.633Z,"66km NE of Y, Alaska",earthquake,,0.8,,,automatic,ak,ak
38.7923317,-122.7695007,-13666638.3,4691968.375,10,S,2.2,0.9,0.6824,md,19,76,0.01127,0.03,nc,nc73360780,2020-03-28T10:28:02.281Z,"2km NW of The Geysers, CA",earthquake,0.25,0.49,0.13,5,automatic,nc,nc
61.3347,-150.0957,-16708576.89,8703083.558,5,V,40.8,1.1,1.1,ml,,,,0.5,ak,ak02041patak,2020-03-28T10:12:26.526Z,"16km NW of Anchorage, Alaska",earthquake,,1,,,automatic,ak,ak
35.8806667,-117.6916667,-13101376.41,4284213.693,11,S,9.53,0.34,0.34,ml,10,84,0.075,0.07,ci,ci39118999,2020-03-28T10:09:43.571Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.65,0.085,4,automatic,ci,ci
33.5718333,-116.813,-13003563.68,3971453.579,11,S,4.69,1.84,1.84,ml,74,23,0.04628,0.22,ci,ci39118991,2020-03-28T10:12:02.600Z,"13km W of Anza, CA",earthquake,0.18,0.58,0.128,27,automatic,ci,ci
33.5771667,-116.8128333,-13003545.12,3972166.174,11,S,4.53,1.14,1.14,ml,48,35,0.04389,0.2,ci,ci39118983,2020-03-28T16:32:19.220Z,"13km W of Anza, CA",earthquake,0.2,0.53,0.157,28,reviewed,ci,ci
35.8581667,-117.658,-13097628.65,4281122.838,11,S,12.15,0.32,0.32,ml,7,111,0.06487,0.04,ci,ci39118967,2020-03-28T16:31:29.713Z,"24km ESE of Little Lake, CA",earthquake,0.32,0.72,0.154,4,reviewed,ci,ci
17.8998,-66.8093,-7437177.256,2025823.636,19,Q,12,2.17,1.87112,md,17,229,0.1027,0.13,pr,pr2020088014,2020-03-28T10:52:32.522Z,"10km S of Indios, Puerto Rico",earthquake,0.65,0.48,0.39,11,reviewed,pr,pr
58.2488333,-155.113,-17267100.18,8019772.304,5,V,4.19,-0.42,-0.42,ml,7,202,0.03879,0.13,av,av70881539,2020-03-30T18:36:46.210Z,"102km ESE of King Salmon, Alaska",earthquake,0.7,0.84,0.289,7,reviewed,av,av
38.8225,-122.8075,-13670868.37,4696278.019,10,S,2.88,1.5,1.244,md,47,36,0.0022,0.05,nc,nc73360770,2020-03-30T19:53:02.745Z,"7km NW of The Geysers, CA",earthquake,0.16,0.23,0.123,12,reviewed,nc,nc
44.3138333,-114.0638333,-12697527.84,5514137.754,11,T,4.26,1.42,1.42,ml,6,118,0.793,0.11,mb,mb80386914,2020-03-28T15:14:24.650Z,"25km SSE of Challis, Idaho",earthquake,2.24,3.7,0.192,3,reviewed,mb,mb
